# TIME                 TIMECORR        CADENCENO   SAP_FLUX     SAP_FLUX_ERR   SAP_BKG     SAP_BKG_ERR   PDCSAP_FLUX   PDCSAP_FLUX_ERR   SAP_QUALITY   PSF_CENTR1   PSF_CENTR1_ERR   PSF_CENTR2   PSF_CENTR2_ERR   MOM_CENTR1           MOM_CENTR1_ERR   MOM_CENTR2           MOM_CENTR2_ERR   POS_CORR1       POS_CORR2      
  1559.2262658982581   -6.3822174E-4   70976       13898.554    5.0066633      2609.598    0.76348996    ""            ""                8             ""           ""               ""           ""               1032.702776541575    6.0060725E-4     291.4598736068248    6.0935627E-4     ""              ""             
  1559.2467001230034   -6.37497E-4     70977       13902.704    5.006438       2607.6072   0.7635431     14179.113     5.0487742         0             ""           ""               ""           ""               1032.703818739804    6.00817E-4       291.45897210355906   6.09527E-4       -0.0013730014   -0.022498948   
  1559.2671344479822   -6.36772E-4     70978       13916.615    5.0071254      2611.5676   0.76349926    14193.295     5.0654416         0             ""           ""               ""           ""               1032.7045984464862   6.0018385E-4     291.4601965699655    6.0880574E-4     -0.0012793811   -0.022430053   
  1559.287568873071    -6.360469E-4    70979       13897.69     5.006832       2607.9087   0.76347077    14173.917     5.051347          0             ""           ""               ""           ""               1032.7045920323915   6.009573E-4      291.459392135514     6.096407E-4      -0.0013852185   -0.022499911   
  1559.3080030983983   -6.353216E-4    70980       13909.072    5.006573       2609.0232   0.7636058     14185.718     5.0697837         0             ""           ""               ""           ""               1032.7043348925645   6.0053275E-4     291.46011392731157   6.091936E-4      -0.0013423117   -0.022265425   
  1559.3284374238428   -6.3459616E-4   70981       13901.062    5.006245       2608.29     0.7634865     14177.372     5.077671          0             ""           ""               ""           ""               1032.7048556831169   6.007627E-4      291.45962114490925   6.095177E-4      -0.0013684114   -0.02215487    
  1559.3488718494555   -6.3387054E-4   70982       13890.051    5.0056973      2608.0496   0.76350355    14166.201     5.06731           0             ""           ""               ""           ""               1032.7045876259367   6.0124986E-4     291.4607646950436    6.0987676E-4     -0.0011460035   -0.022117268   
  1559.3693060752485   -6.3314475E-4   70983       13907.277    5.007502       2608.4468   0.7634692     14183.808     5.070589          0             ""           ""               ""           ""               1032.703265212319    6.0034846E-4     291.45968677362174   6.0906203E-4     -0.0012155356   -0.021966437   
  1559.3897405011594   -6.3241884E-4   70984       13890.873    5.006111       2606.922    0.76345533    14166.768     5.0708523         0             ""           ""               ""           ""               1032.7037988648026   6.011556E-4      291.46032047542127   6.099106E-4      -0.001282335    -0.021860506   
  1559.4101748272951   -6.316927E-4    70985       13894.567    5.0056753      2607.401    0.76345056    14170.831     5.07718           0             ""           ""               ""           ""               1032.7037048460527   6.0078833E-4     291.46032318924836   6.0951314E-4     -0.0011036113   -0.021718446   
  1559.4306091536127   -6.309664E-4    70986       13900.606    5.0059795      2607.1895   0.7634242     14176.947     5.085785          0             ""           ""               ""           ""               1032.704262537917    6.0088316E-4     291.45956179605093   6.096444E-4      -0.0012317365   -0.021581873   
  1559.4510434800468   -6.3023996E-4   70987       13897.99     5.005928       2606.191    0.7634381     14174.212     5.07053           0             ""           ""               ""           ""               1032.7044661395876   6.009967E-4      291.4585643204696    6.09655E-4       -0.0012934959   -0.021581626   
  1559.4714778066482   -6.2951335E-4   70988       13884.545    5.005704       2609.1125   0.7634741     14160.465     5.0695286         0             ""           ""               ""           ""               1032.7039834572456   6.0161116E-4     291.46031487631177   6.103629E-4      -0.0012315604   -0.021575011   
  1559.4919121334315   -6.2878657E-4   70989       13883.367    5.005266       2608.1492   0.76346964    14159.186     5.08471           0             ""           ""               ""           ""               1032.7046661000038   6.0163677E-4     291.4601030225872    6.102215E-4      -0.0010679946   -0.0212961     
  1559.5123464603894   -6.280596E-4    70990       13886.968    5.0051775      2607.049    0.76343924    14162.922     5.087518          0             ""           ""               ""           ""               1032.7048562323628   6.011975E-4      291.4606656203816    6.098227E-4      -0.0012992745   -0.02120225    
  1559.5327807875146   -6.273325E-4    70991       13884.836    5.005176       2605.7122   0.76343745    14160.933     5.0803723         0             ""           ""               ""           ""               1032.704096587263    6.012982E-4      291.4601880872365    6.1001984E-4     -0.0012362292   -0.021078622   
  1559.5532151148218   -6.266052E-4    70992       13903.66     5.006741       2607.8157   0.7634258     14180.017     5.0900803         8320          ""           ""               ""           ""               1032.7036926737344   6.007624E-4      291.4600591617557    6.093674E-4      -0.0011881195   -0.021023257   
  1559.5736494422454   -6.2587776E-4   70993       13892.677    5.0054746      2606.093    0.7634274     14168.685     5.0886617         0             ""           ""               ""           ""               1032.7036198010396   6.0104125E-4     291.4608535976821    6.0972216E-4     -0.0011822437   -0.02104152    
  1559.5940837698363   -6.2515016E-4   70994       13896.6875   5.00574        2604.9863   0.7634374     14172.853     5.083794          0             ""           ""               ""           ""               1032.703526014077    6.0083595E-4     291.46118948532785   6.095024E-4      -0.0011141113   -0.020897511   
  1559.6145180976673   -6.2442233E-4   70995       13896.232    5.0056415      2603.8948   0.76341534    14172.342     5.0963597         0             ""           ""               ""           ""               1032.7031349834986   6.008604E-4      291.4605324206676    6.095337E-4      -0.0010361202   -0.02074362    
  1559.6349524256148   -6.236944E-4    70996       13888.139    5.0051203      2604.0122   0.76340324    14164.159     5.092183          0             ""           ""               ""           ""               1032.7044205388956   6.0135644E-4     291.46023108286124   6.0995534E-4     -9.575507E-4    -0.020667614   
  1559.6553867537295   -6.2296627E-4   70997       13896.472    5.0053425      2601.9314   0.763365      14172.454     5.0990567         0             ""           ""               ""           ""               1032.7041269923252   6.0061435E-4     291.461342598966     6.092318E-4      -9.0651936E-4   -0.020657988   
  1559.675821182027    -6.22238E-4     70998       13884.778    5.004794       2602.8845   0.7633846     14160.627     5.0958805         0             ""           ""               ""           ""               1032.7046417056465   6.013358E-4      291.46087799241303   6.099237E-4      -9.002365E-4    -0.020624      
  1559.6962554104393   -6.2150956E-4   70999       13880.11     5.004667       2601.2498   0.7633933     14155.949     5.0997505         0             ""           ""               ""           ""               1032.7052670153855   6.0122315E-4     291.4602335972569    6.098443E-4      -9.80704E-4     -0.020382203   
  1559.716689739078    -6.207809E-4    71000       13891.393    5.005239       2602.0686   0.7633702     14167.295     5.1023903         0             ""           ""               ""           ""               1032.7040700545604   6.0117093E-4     291.4606894961854    6.0981594E-4     -8.9418347E-4   -0.020257717   
  1559.737124167841    -6.2005216E-4   71001       13889.051    5.005043       2603.2993   0.7633774     14165.027     5.0999703         0             ""           ""               ""           ""               1032.704560230935    6.014003E-4      291.46151388493774   6.1002723E-4     -9.032178E-4    -0.020315787   
